SCHL,gmajor,_FREQ_,radj_wagp,pct,pct_gmajor,major_occ,source,target
Bachelors,Social sciences,106,46000,0.0261887296,0.001168729,"Education, training, and library",Major: Anthropology and archeology,Occ: Elementary and middle school teachers
Bachelors,Social sciences,90,59000,0.0233520123,0.0010421344,Healthcare practitioners and technical,Major: Anthropology and archeology,Occ: Registered nurses
Bachelors,Social sciences,90,48000,0.0246769294,0.0011012617,"Life, physical, and social sciences",Major: Anthropology and archeology,Occ: Miscellaneous social scientists and related workers
Bachelors,Social sciences,51,61000,0.0149590112,0.0006675784,Management,Major: Anthropology and archeology,Occ: General and operations managers
Bachelors,Social sciences,156,68000,0.0424838151,0.0018959327,Management,Major: Anthropology and archeology,"Occ: Managers, all other"
Bachelors,Social sciences,61,40000,0.0215222321,0.0009604764,Office and administrative support,Major: Anthropology and archeology,Occ: Customer service representatives
Bachelors,Social sciences,65,46000,0.0226825805,0.0010122595,Office and administrative support,Major: Anthropology and archeology,Occ: First-line supervisors of office and administrative support workers
Bachelors,Social sciences,103,37000,0.0298259756,0.0013310491,Office and administrative support,Major: Anthropology and archeology,Occ: Secretaries and administrative assistants
Bachelors,Social sciences,113,40000,0.037055839,0.0016536975,Sales and related,Major: Anthropology and archeology,Occ: First-line supervisors of retail sales workers
Bachelors,Social sciences,54,40000,0.0166772195,0.0007442572,Sales and related,Major: Anthropology and archeology,Occ: Retail salespersons
Bachelors,Social sciences,88,47000,0.0326881911,0.0011043736,Community and social service,Major: Criminology,Occ: Probation officers and correctional treatment specialists
Bachelors,Social sciences,88,43000,0.0336387719,0.0011364891,Community and social service,Major: Criminology,Occ: Social workers
Bachelors,Social sciences,51,42000,0.018208413,0.000615173,"Education, training, and library",Major: Criminology,Occ: Elementary and middle school teachers
Bachelors,Social sciences,56,50000,0.0232855464,0.0007867044,Legal,Major: Criminology,Occ: Paralegals and legal assistants
Bachelors,Social sciences,78,62000,0.0291474616,0.0009847498,Management,Major: Criminology,"Occ: Managers, all other"
Bachelors,Social sciences,58,51000,0.0230718499,0.0007794846,Protective service,Major: Criminology,"Occ: Bailiffs, correctional officers, and jailers"
Bachelors,Social sciences,82,68000,0.0334545508,0.0011302652,Protective service,Major: Criminology,Occ: Detectives and criminal investigators
Bachelors,Social sciences,55,83000,0.0189231909,0.0006393218,Protective service,Major: Criminology,Occ: First-line supervisors of police and detectives
Bachelors,Social sciences,350,71000,0.1421892098,0.004803876,Protective service,Major: Criminology,Occ: Police and sheriff's patrol officers
Bachelors,Social sciences,66,46000,0.0247372086,0.0008357489,Protective service,Major: Criminology,Occ: Security guards and gaming surveillance officers
Bachelors,Social sciences,63,55000,0.0220033676,0.0007433859,Sales and related,Major: Criminology,Occ: First-line supervisors of retail sales workers
Bachelors,Social sciences,1262,66000,0.0567694415,0.0165034898,Business and financial operations,Major: Economics,Occ: Accountants and auditors
Bachelors,Social sciences,302,76000,0.0146499851,0.0042589089,Business and financial operations,Major: Economics,Occ: Credit counselors and loan officers
Bachelors,Social sciences,286,102000,0.0139340567,0.0040507808,Business and financial operations,Major: Economics,Occ: Financial analysts
Bachelors,Social sciences,531,88000,0.0240375537,0.0069879765,Business and financial operations,Major: Economics,Occ: Management analysts
Bachelors,Social sciences,709,105000,0.0325546184,0.0094639792,Business and financial operations,Major: Economics,Occ: Personal financial advisors
Bachelors,Social sciences,379,75000,0.0178930723,0.0052017094,Computer and mathematical,Major: Economics,Occ: Computer systems analysts
Bachelors,Social sciences,277,100000,0.0131354882,0.0038186283,Computer and mathematical,Major: Economics,"Occ: Software developers, applications and systems software"
Bachelors,Social sciences,760,148000,0.0345178552,0.0100347133,Management,Major: Economics,Occ: Chief executives
Bachelors,Social sciences,312,112000,0.0127599683,0.0037094606,Management,Major: Economics,Occ: Computer and information systems managers
Bachelors,Social sciences,1109,100000,0.0512042969,0.0148856422,Management,Major: Economics,Occ: Financial managers
Bachelors,Social sciences,406,89000,0.0186304101,0.0054160614,Management,Major: Economics,Occ: General and operations managers
Bachelors,Social sciences,1439,98000,0.0635587723,0.0184772216,Management,Major: Economics,"Occ: Managers, all other"
Bachelors,Social sciences,555,110000,0.0245599417,0.0071398403,Management,Major: Economics,Occ: Marketing and sales managers
Bachelors,Social sciences,221,86000,0.0107868833,0.0031358635,Management,Major: Economics,"Occ: Property, real estate, and community association managers"
Bachelors,Social sciences,341,53000,0.0160749909,0.0046731735,Office and administrative support,Major: Economics,Occ: Customer service representatives
Bachelors,Social sciences,301,70000,0.0130143113,0.0037834009,Office and administrative support,Major: Economics,Occ: First-line supervisors of office and administrative support workers
Bachelors,Social sciences,237,46000,0.010502139,0.0030530852,Office and administrative support,Major: Economics,Occ: Secretaries and administrative assistants
Bachelors,Social sciences,584,100000,0.0270793931,0.0078722721,Sales and related,Major: Economics,Occ: First-line supervisors of non-retail sales workers
Bachelors,Social sciences,560,55000,0.0274827451,0.0079895309,Sales and related,Major: Economics,Occ: First-line supervisors of retail sales workers
Bachelors,Social sciences,288,87000,0.0127711012,0.003712697,Sales and related,Major: Economics,Occ: Insurance sales agents
Bachelors,Social sciences,235,74000,0.0113559436,0.0033012955,Sales and related,Major: Economics,Occ: Real estate brokers and sales agents
Bachelors,Social sciences,363,65000,0.0176010489,0.005116815,Sales and related,Major: Economics,Occ: Retail salespersons
Bachelors,Social sciences,380,93000,0.0170555388,0.0049582294,Sales and related,Major: Economics,"Occ: Sales representatives, services, all other"
Bachelors,Social sciences,665,86000,0.0300081912,0.0087237053,Sales and related,Major: Economics,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Social sciences,675,132000,0.0321033095,0.0093327788,Sales and related,Major: Economics,"Occ: Securities, commodities, and financial services sales agents"
Bachelors,Social sciences,50,56000,0.017427432,0.0006250068,Business and financial operations,Major: General social sciences,Occ: Accountants and auditors
Bachelors,Social sciences,53,63000,0.0215231041,0.0007718915,Business and financial operations,Major: General social sciences,Occ: Human resources workers
Bachelors,Social sciences,62,40000,0.0198431844,0.0007116438,Community and social service,Major: General social sciences,Occ: Counselors
Bachelors,Social sciences,152,41000,0.0516957124,0.0018539834,Community and social service,Major: General social sciences,Occ: Social workers
Bachelors,Social sciences,188,49000,0.0627679108,0.00225107,"Education, training, and library",Major: General social sciences,Occ: Elementary and middle school teachers
Bachelors,Social sciences,114,60000,0.0387145143,0.0013884337,Management,Major: General social sciences,"Occ: Managers, all other"
Bachelors,Social sciences,50,71000,0.0202041588,0.0007245896,Management,Major: General social sciences,Occ: Marketing and sales managers
Bachelors,Social sciences,53,35000,0.0186075409,0.0006673295,Office and administrative support,Major: General social sciences,Occ: Customer service representatives
Bachelors,Social sciences,87,39000,0.0275451305,0.0009878617,Office and administrative support,Major: General social sciences,Occ: Secretaries and administrative assistants
Bachelors,Social sciences,54,76000,0.0204228261,0.0007324318,Protective service,Major: General social sciences,Occ: Police and sheriff's patrol officers
Bachelors,Social sciences,55,52000,0.021300966,0.0007639248,Sales and related,Major: General social sciences,Occ: First-line supervisors of retail sales workers
Bachelors,Social sciences,244,56000,0.0633797174,0.0029538758,Architecture and engineering,Major: Geography,"Occ: Surveyors, cartographers, and photogrammetrists"
Bachelors,Social sciences,60,63000,0.0161801234,0.000754091,Computer and mathematical,Major: Geography,"Occ: Computer occupations, all other"
Bachelors,Social sciences,60,61000,0.0162682621,0.0007581988,Computer and mathematical,Major: Geography,Occ: Computer systems analysts
Bachelors,Social sciences,57,81000,0.0158035309,0.0007365395,Computer and mathematical,Major: Geography,"Occ: Software developers, applications and systems software"
Bachelors,Social sciences,78,48000,0.0179322133,0.0008357489,"Education, training, and library",Major: Geography,Occ: Elementary and middle school teachers
Bachelors,Social sciences,62,83000,0.0151999145,0.0007084074,Management,Major: Geography,Occ: Computer and information systems managers
Bachelors,Social sciences,65,66000,0.016716968,0.0007791112,Management,Major: Geography,Occ: General and operations managers
Bachelors,Social sciences,286,79000,0.0767287199,0.0035760196,Management,Major: Geography,"Occ: Managers, all other"
Bachelors,Social sciences,67,66000,0.0158729735,0.000739776,Office and administrative support,Major: Geography,Occ: First-line supervisors of office and administrative support workers
Bachelors,Social sciences,53,42000,0.0115141155,0.000536627,Office and administrative support,Major: Geography,Occ: Secretaries and administrative assistants
